audio_id,domain
fss2hyl00s058_set058087,"['1.18', '8']"
fss2ljs01s082_set082041,"['0.45', '15']"
mjn2hks01s102_set102062,"['0.93', '14']"
fss2lea00s125_set125059,"['1.39', '20']"
fjb4sye00s080_set080051,"['0.81', '17']"
fcn3lmk00s131_set131009,"['1.34', '5']"
mkn3jip00s034_set034009,"['1.06', '13']"
mkn3jip00s034_set034052,"['0.56', '4']"
fkw3hhy00s039_set039033,"['1.33', '17']"
mkw4cws00s112_set112018,"['0.34', '13']"
mjn3lgs00s171_set171072,"['1.24', '12']"
fcn4ljs02s197_set197035,"['1.09', '8']"
fcn3hys00s093_set093090,"['0.84', '12']"
fkn3pka00s073_set073096,"['1.17', '8']"
fcb3kks00s158_set158071,"['0.45', '19']"
mkw2kjh01s054_set054096,"['1.46', '12']"
mss2pjg01s063_set063024,"['1.05', '12']"
fss1bjk00s021_set021070,"['1.38', '22']"
mkn4pgs00s139_set139069,"['0.85', '24']"
mss4jkh03s174_set174041,"['0.92', '22']"
mss4kyc00s041_set041038,"['0.64', '24']"
mcn2pms00s131_set131088,"['1.19', '22']"
mcn3rhm00s151_set151063,"['0.24', '15']"
fkw4kem00s005_set005046,"['0.3', '15']"
fkn3kky00s137_set137031,"['1.13', '20']"
fcn3ljs00s081_set081073,"['0.55', '8']"
fss1bjk00s021_set021071,"['0.91', '9']"
fjb3kjs02s062_set062030,"['1.02', '17']"
mcn2lds00s135_set135062,"['0.68', '9']"
fss3sjw00s096_set096100,"['0.42', '12']"
fcn3lje00s159_set159070,"['0.62', '6']"
mss4eks00s017_set017074,"['0.33', '11']"
fss3sjw00s096_set096094,"['1.14', '7']"
fss2hyl00s058_set058020,"['0.91', '4']"
fss2kem02s115_set115098,"['1.21', '14']"
fjn3pbk00s135_set135009,"['0.93', '8']"
fss3jmk00s167_set167026,"['1.44', '14']"
fkn2lho00s100_set100095,"['1.48', '12']"
mss4lsw00s045_set045098,"['0.51', '25']"
fss2kem02s115_set115089,"['0.43', '8']"
mcn3shm00s130_set130028,"['0.78', '14']"
fcn5msh00s168_set168055,"['0.83', '12']"
fss2lch01s171_set171097,"['0.63', '8']"
mjn3phs02s047_set047008,"['1.23', '8']"
fcn2kkh01s172_set172019,"['0.87', '11']"
mkn4csw00s060_set060030,"['1.35', '20']"
mcn3wjs00s105_set105092,"['0.58', '19']"
fcn4yyo00s181_set181050,"['1.17', '5']"
mcn3wjs00s105_set105003,"['0.8', '26']"
mcn2lds00s135_set135079,"['0.52', '24']"
fcb5ash00s157_set157032,"['0.75', '10']"
fkn2hsj00s087_set087043,"['1.42', '14']"
fkb1jsh01s177_set177097,"['1.23', '7']"
fkb4keh00s031_set031036,"['0.61', '11']"
mkn2kjs03s027_set027055,"['0.73', '17']"
mcn2jjs01s085_set085059,"['1.43', '12']"
fss2pkh00s094_set094040,"['1.25', '12']"
mjn2jyg01s141_set141011,"['0.38', '20']"
mkn2kcy00s069_set069070,"['1.06', '20']"
fkb3ksm00s121_set121079,"['0.52', '15']"
mjn2ljy00s196_set196076,"['0.8', '11']"
fcn3lje00s159_set159032,"['0.68', '12']"
fjn3psy00s133_set133061,"['1.18', '7']"
fss2kjs00s032_set032030,"['0.26', '10']"
fcn4lsd00s007_set007076,"['1.06', '25']"
fjn4jms01s153_set153046,"['1.33', '9']"
fcn3cks01s048_set048099,"['1.04', '10']"
mjn3jhg00s059_set059013,"['1.05', '13']"
mcn3ldi00s028_set028018,"['0.87', '17']"
mkn2kkm00s004_set004018,"['0.25', '12']"
mss3ktj00s025_set025101,"['0.68', '8']"
fjb3cks02s105_set105031,"['0.42', '19']"
mkw4oys00s119_set119097,"['0.55', '8']"
fkb2smj00s059_set059082,"['0.3', '25']"
mkw4ljg00s190_set190018,"['0.2', '16']"
fkb2ymh00s016_set016055,"['0.25', '16']"
mss4eks00s017_set017064,"['0.35', '13']"
fjn2pby00s155_set155050,"['0.92', '19']"
mkw3lbc00s023_set023004,"['1.44', '15']"
fkn4lms02s186_set186082,"['0.22', '26']"
fss2kem02s115_set115052,"['0.7', '9']"
fkb4lks00s077_set077055,"['0.37', '3']"
fkb3ksm00s121_set121002,"['1.09', '13']"
fcn5msh00s168_set168100,"['0.83', '10']"
fkb4lks00s077_set077034,"['1.43', '13']"
mkw2jch00s005_set005067,"['0.3', '11']"
mcn4ybs00s062_set062075,"['0.36', '6']"
mss3kyk00s140_set140068,"['0.76', '18']"
fkb3leh00s101_set101015,"['0.77', '10']"
fss3khs01s025_set025095,"['0.2', '12']"
fkn2khh00s020_set020019,"['1.12', '16']"
mss3hsw00s074_set074089,"['1.49', '7']"
mcn4ybs00s062_set062030,"['0.42', '4']"
fkn3pka00s073_set073011,"['0.74', '25']"
mcn2lds00s135_set135029,"['0.98', '6']"
mss2ocs00s138_set138018,"['0.32', '17']"
mjn3pyh01s157_set157023,"['1.2', '20']"
fcn3khs02s138_set138018,"['1.0', '25']"
mcn3sgs00s036_set036019,"['1.31', '4']"
fkb2ymh00s016_set016028,"['0.71', '10']"
fcn3lje00s159_set159050,"['1.12', '9']"
fkn4lms02s186_set186104,"['0.81', '6']"
fkw1cek00s195_set195089,"['1.18', '11']"
fss3pmj00s128_set128102,"['0.34', '12']"
mcn2ojp00s049_set049104,"['0.34', '14']"
fcn2lhs00s176_set176001,"['1.27', '10']"
fss3pks00s029_set029066,"['0.53', '7']"
fkn1lyo00s175_set175068,"['1.19', '13']"
fcb5ash00s157_set157090,"['1.21', '7']"
fkn2smh00s120_set120011,"['0.3', '6']"
fjn2jhj01s152_set152009,"['0.63', '15']"
mcn4aib00s197_set197069,"['0.7', '28']"
fkb4cys00s069_set069069,"['1.49', '15']"
mcn3ksy00s026_set026079,"['1.46', '15']"
mss3ysm00s019_set019036,"['0.81', '17']"
mjn3ksh04s052_set052006,"['1.33', '19']"
mkw2khr00s050_set050023,"['0.24', '7']"
fcn2kjh00s180_set180032,"['1.1', '17']"
fss4yhj00s060_set060008,"['0.75', '17']"
mjn3lwt00s172_set172034,"['1.07', '18']"
fss4peo00s004_set004033,"['1.46', '10']"
fjb3cks02s105_set105104,"['0.82', '15']"
fkn4shy00s193_set193051,"['0.79', '11']"
fkw4kem00s005_set005066,"['0.5', '22']"
fss3kmh01s084_set084009,"['0.45', '10']"
fkn4ceh00s189_set189018,"['0.35', '10']"
fcn4lsd00s007_set007063,"['1.14', '16']"
mkn4eds00s014_set014010,"['1.23', '13']"
mkw1ljh01s177_set177014,"['0.48', '9']"
fss1bjy00s052_set052019,"['0.94', '12']"
mjn3kjg00s092_set092015,"['0.9', '10']"
fcn3khs02s138_set138080,"['0.85', '21']"
fss1jsk00s092_set092037,"['0.28', '5']"
mkn4phc00s115_set115048,"['0.54', '13']"
mkw4cws00s112_set112014,"['0.92', '19']"
mcn3ykj00s033_set033023,"['0.74', '4']"
fjn2ksh01s018_set018099,"['0.92', '12']"
mkn2mkn00s123_set123101,"['1.33', '4']"
mjn3sjh01s163_set163002,"['0.42', '8']"
fjn3pyh00s030_set030044,"['0.4', '12']"
fss3yjs00s072_set072035,"['0.26', '11']"
fkb2ahj00s046_set046059,"['0.77', '9']"
mcn2osh00s185_set185101,"['0.82', '28']"
mjn3pyh01s157_set157009,"['0.99', '14']"
mjn3shs00s167_set167089,"['0.63', '10']"
fss3yhs01s027_set027028,"['0.44', '25']"
mkn3kes00s165_set165024,"['0.22', '10']"
fcn3hhs00s089_set089066,"['0.36', '10']"
mss4jkh03s174_set174009,"['1.26', '25']"
fcn3sio00s088_set088080,"['1.29', '24']"
fjb3kjs02s062_set062100,"['0.3', '26']"
mss3ysm00s019_set019040,"['0.74', '4']"
fss3jek00s085_set085082,"['0.98', '10']"
fjb3kmy00s074_set074064,"['1.39', '16']"
mjn4hbs00s170_set170083,"['1.46', '12']"
fkn1lyo00s175_set175103,"['0.33', '11']"
mss4hwb00s030_set030081,"['1.01', '13']"
fss4jsy03s143_set143092,"['0.58', '19']"
fcn1khj03s179_set179051,"['1.17', '9']"
mcn3lgh00s150_set150002,"['1.2', '15']"
mss4hcy00s021_set021031,"['1.05', '19']"
fjn2jms00s150_set150003,"['1.19', '15']"
mkn2ksh06s154_set154045,"['0.72', '14']"
fkn2ley00s124_set124046,"['0.72', '7']"
mcn3sgs00s036_set036022,"['0.73', '10']"
mkn3kyh01s182_set182001,"['0.57', '7']"
fkw2khj02s122_set122096,"['1.46', '21']"
fjn3pbk00s135_set135046,"['0.59', '9']"
mss4ksb00s098_set098010,"['1.49', '9']"
mcn4pcg00s109_set109039,"['1.38', '11']"
fcn4pkh01s142_set142076,"['0.85', '16']"
fkb4lhh00s140_set140098,"['0.41', '27']"
mkw4oys00s119_set119053,"['0.74', '19']"
fcn2kkh01s172_set172029,"['1.26', '11']"
fss3kmh00s015_set015029,"['0.46', '24']"
mcn2lyj00s142_set142042,"['0.7', '7']"
mkn3kjh03s161_set161074,"['1.46', '10']"
fss3kmh00s015_set015069,"['0.82', '3']"
mss3jyj01s146_set146104,"['1.27', '22']"
mjn3shs00s167_set167003,"['1.05', '15']"
fss3hsa00s141_set141006,"['1.49', '8']"
fjn3psy00s133_set133007,"['0.97', '29']"
mcn3lhj00s101_set101104,"['0.31', '11']"
fkn4lms02s186_set186003,"['0.22', '10']"
fcb3hkp00s045_set045088,"['1.05', '13']"
fjb4sjo00s145_set145015,"['0.3', '23']"
mss2bjh00s001_set001062,"['0.28', '9']"
mss2kdh00s125_set125066,"['1.3', '11']"
mcn3ksy00s026_set026047,"['1.33', '15']"
fkn2khh00s020_set020091,"['0.83', '10']"
mkn2dhs00s015_set015051,"['1.05', '12']"
fkn1pjm00s017_set017084,"['0.75', '13']"
mjn3lyc00s086_set086067,"['0.49', '15']"
mjn4lys01s158_set158033,"['1.48', '10']"
mcn3sgs00s036_set036015,"['0.98', '17']"
fkn2sjs01s123_set123032,"['0.4', '21']"
mcn3kss00s144_set144033,"['1.2', '6']"
fss2keh01s067_set067059,"['0.77', '4']"
mss2kjy00s002_set002045,"['0.52', '14']"
fkn3lni00s182_set182037,"['1.28', '8']"
fkn4cks00s034_set034023,"['0.94', '9']"
mss4lhs01s168_set168045,"['0.84', '6']"
fss4hcs00s071_set071008,"['1.36', '6']"
mss2ksh03s003_set003048,"['0.37', '12']"
mkn4csw00s060_set060087,"['0.86', '13']"
mss2lsm00s011_set011014,"['0.9', '14']"
fkn1lyo00s175_set175030,"['1.06', '8']"
mjn2shr00s114_set114037,"['1.07', '19']"
fcn3lmk00s131_set131065,"['0.23', '17']"
mss4lyn00s104_set104049,"['1.16', '10']"
fkn2hsj00s087_set087030,"['1.33', '11']"
fkw2khj02s122_set122080,"['0.42', '25']"
mkn2yjs01s079_set079072,"['0.44', '19']"
fjb4jho00s091_set091073,"['0.25', '12']"
mcn4hny00s187_set187067,"['0.82', '14']"
mjn3kbs00s169_set169033,"['1.21', '17']"
fss3lkh00s028_set028092,"['0.9', '12']"
mkn2kkm00s004_set004045,"['0.67', '14']"
fss4ksh00s010_set010095,"['1.26', '18']"
fcn2pkm00s169_set169011,"['0.57', '26']"
fjb2psj00s064_set064085,"['0.91', '23']"
fss4jsy03s143_set143056,"['1.28', '15']"
fss2kkh00s055_set055024,"['1.35', '9']"
fss4lys00s136_set136065,"['0.35', '13']"
fkw2jyj00s108_set108098,"['0.66', '21']"
fkn4shy00s193_set193023,"['0.59', '28']"
mss3csg00s075_set075029,"['1.33', '16']"
mss3ajh01s013_set013095,"['0.84', '9']"
fjb3ohs00s090_set090056,"['0.51', '13']"
mkw3pks01s149_set149037,"['0.77', '10']"
fcn3ljs00s081_set081015,"['0.3', '11']"
fcn3pej00s139_set139089,"['1.4', '15']"
fcn3lms00s110_set110044,"['0.22', '13']"
mss3ysm00s019_set019102,"['0.5', '7']"
fcn3pej00s139_set139090,"['1.13', '17']"
mcn2sdw00s175_set175094,"['1.3', '9']"
fss3khs01s025_set025054,"['0.92', '7']"
fkn3hej00s104_set104091,"['0.23', '19']"
fcb5ash00s157_set157038,"['0.65', '11']"
fss3pmj00s128_set128103,"['1.15', '16']"
mcn2lds00s135_set135101,"['0.29', '6']"
fkn4cks00s034_set034081,"['1.47', '7']"
fcn4lsd00s007_set007066,"['0.24', '12']"
mss3jhs00s093_set093096,"['0.99', '18']"
mcn2sdw00s175_set175082,"['0.9', '15']"
fcn5msh00s168_set168080,"['1.16', '12']"
mss4lsw00s045_set045045,"['0.41', '19']"
mcn3ksj01s042_set042041,"['0.82', '8']"
mss3ysm00s019_set019010,"['0.82', '12']"
mjn3jbc00s179_set179094,"['1.3', '6']"
mkw3lbc00s023_set023040,"['0.44', '10']"
mkn2yjs01s079_set079006,"['0.88', '12']"
mcn2lds00s135_set135089,"['1.08', '6']"
fjn1nyr00s190_set190089,"['0.64', '4']"
fss5mjs00s057_set057096,"['1.48', '11']"
mss3lky00s020_set020041,"['1.38', '9']"
mcn2ojp00s049_set049043,"['1.06', '23']"
mcn3jkh02s120_set120095,"['1.14', '7']"
mss3hck00s089_set089072,"['1.26', '4']"
mjn4ahs00s145_set145050,"['0.63', '19']"
mkw3hse00s159_set159039,"['1.17', '13']"
fkw2phs01s165_set165098,"['1.35', '10']"
fkw2lch00s047_set047060,"['0.62', '15']"
mss1ahj01s009_set009058,"['0.35', '9']"
mjn5kcr00s106_set106047,"['0.97', '21']"
mkw4ljg00s190_set190029,"['0.34', '10']"
fkw3hsh01s188_set188048,"['0.75', '15']"
fss4hcs00s071_set071031,"['0.36', '21']"
fcn4lsd00s007_set007085,"['0.41', '19']"
fkn2ley00s124_set124019,"['1.22', '7']"
fss3sjw00s096_set096046,"['1.12', '7']"
mjn2pjh00s127_set127104,"['0.27', '14']"
fcn4yyo00s181_set181036,"['0.47', '18']"
fkb4keh00s031_set031042,"['0.48', '3']"
fkw3kma00s170_set170027,"['0.49', '9']"
fkw1kke00s196_set196017,"['0.71', '17']"
fkn4shy00s193_set193036,"['0.48', '7']"
fkw1kke00s196_set196077,"['1.15', '17']"
mkn3kyh01s182_set182012,"['0.81', '19']"
fcn3lms00s110_set110035,"['0.39', '16']"
mss3ktj00s025_set025046,"['1.43', '3']"
mcn3jsg00s178_set178103,"['1.43', '12']"
fcn2les00s079_set079009,"['0.7', '13']"
fkn1lyo00s175_set175086,"['0.84', '5']"
fkn3kja00s160_set160095,"['1.02', '8']"
fss2lch01s171_set171062,"['1.36', '10']"
mkn3jws00s043_set043058,"['1.43', '24']"
mkn2kcy00s069_set069037,"['0.34', '10']"
mjn4ahs00s145_set145038,"['1.36', '12']"
fjb4cbs00s173_set173046,"['0.47', '19']"
mkw1shg00s184_set184057,"['1.05', '6']"
fss2emh00s126_set126047,"['1.45', '14']"
mkw2kds00s044_set044004,"['0.99', '14']"
fkn2smh00s120_set120054,"['0.35', '4']"
mss2ocs00s138_set138065,"['0.22', '15']"
mkn4jmg00s077_set077096,"['1.5', '21']"
mjn4ysh00s037_set037027,"['1.02', '22']"
fcn3sem00s162_set162019,"['0.96', '6']"
fjb3yhs00s012_set012098,"['1.3', '9']"
mss2shy01s067_set067042,"['0.49', '16']"
mkw2kds00s044_set044042,"['1.42', '6']"
mss3cwl00s088_set088044,"['0.68', '11']"
mkn4kbj00s097_set097021,"['0.76', '6']"
mjn1chs00s198_set198008,"['0.9', '23']"
mcn2jsm00s143_set143067,"['1.37', '13']"
fkn3hmh00s144_set144041,"['1.47', '19']"
fss1jsk00s092_set092038,"['0.75', '15']"
fjn2ksh01s018_set018069,"['0.26', '8']"
fcn4ksj00s038_set038020,"['0.62', '10']"
fcn3lmk00s131_set131048,"['1.21', '5']"
fjn3jmj00s107_set107067,"['0.23', '11']"
fss1jys00s022_set022083,"['1.43', '10']"
fkn1syl00s178_set178030,"['1.04', '21']"
fjn3ksa00s049_set049069,"['1.04', '11']"
fkw4kem00s005_set005031,"['0.48', '15']"
mcn1lch04s193_set193032,"['1.46', '10']"
fss4ysj00s111_set111043,"['1.33', '31']"
fjn3hks00s061_set061043,"['1.33', '6']"
fjb4koh00s075_set075011,"['1.21', '23']"
mss3kjy01s099_set099078,"['0.86', '6']"
fkw3pes00s185_set185084,"['0.6', '17']"
mjn4lys01s158_set158029,"['1.38', '7']"
mkn4eds00s014_set014006,"['1.31', '11']"
mcn3kgw00s053_set053092,"['1.23', '12']"
mjn4lys01s158_set158097,"['1.27', '9']"
fjb3yhs00s012_set012023,"['0.32', '8']"
mkw2lcs00s180_set180100,"['1.0', '6']"
fss2kwi00s026_set026063,"['0.23', '15']"
fss1jys00s022_set022012,"['1.32', '25']"
mss3hck00s089_set089098,"['1.06', '23']"
mss2nys00s006_set006027,"['1.28', '18']"
mkn4kjs04s087_set087013,"['1.14', '7']"
fcn2lhs00s176_set176036,"['1.3', '10']"
mss4eks00s017_set017061,"['0.31', '18']"
mjn1hjw00s118_set118003,"['0.95', '17']"
fcn3cks01s048_set048077,"['0.75', '18']"
fjn1nyr00s190_set190055,"['0.72', '6']"
fss3kmh01s084_set084037,"['1.41', '21']"
mkw3pks01s149_set149008,"['0.45', '18']"
mcn3shm00s130_set130094,"['0.96', '14']"
mss3kjy01s099_set099020,"['1.43', '6']"
fjb2ljh00s053_set053081,"['0.52', '9']"
fkn3kky00s137_set137025,"['1.05', '14']"
fjb4jho00s091_set091083,"['0.75', '13']"
mjn2jiw00s162_set162015,"['0.83', '8']"
mss1kpj00s070_set070037,"['0.53', '7']"
fss2hyj00s036_set036070,"['0.33', '11']"
mkn3koh01s048_set048096,"['0.79', '8']"
mkn2ljw01s124_set124077,"['1.41', '11']"
mkn2ase00s096_set096039,"['1.16', '16']"
fcn1sjr00s192_set192034,"['1.32', '25']"
fss2keh01s067_set067012,"['1.04', '20']"
mkn2ljw01s124_set124084,"['1.41', '8']"
fcn1hje00s199_set199028,"['0.66', '20']"
mkn2ljw01s124_set124008,"['0.27', '6']"
mkn3kes00s165_set165046,"['0.88', '14']"
fkn1pjm00s017_set017073,"['0.83', '10']"
mcn2pms00s131_set131005,"['0.22', '9']"
fjb4koh00s075_set075087,"['0.78', '32']"
fcn3pej00s139_set139050,"['1.03', '11']"
fcn3hys00s093_set093093,"['0.77', '12']"
fjn3kir00s014_set014039,"['0.39', '14']"
mcn3jkh02s120_set120066,"['0.86', '10']"
fss1jys00s022_set022053,"['1.05', '6']"
fss2hyl00s058_set058089,"['0.66', '3']"
mcn2sdw00s175_set175096,"['1.39', '21']"
mss2nsm00s121_set121012,"['0.72', '18']"
mss3lky00s020_set020101,"['0.87', '19']"
mjn2pjh00s127_set127084,"['0.88', '11']"
fcn4ljs02s197_set197009,"['0.3', '12']"
mss3ykh00s022_set022060,"['1.21', '5']"
fss1ksh02s019_set019095,"['0.56', '10']"
fss2lea00s125_set125063,"['1.02', '22']"
fcn4ksj00s038_set038037,"['0.63', '5']"
mjn3jhg00s059_set059062,"['1.18', '7']"
fss2lsy00s146_set146046,"['1.37', '18']"
fkn3lms01s113_set113038,"['1.38', '9']"
fss3jmk00s167_set167035,"['1.3', '10']"
fss1jsk00s092_set092053,"['0.78', '14']"
fss3kmh00s015_set015090,"['0.48', '13']"
mkw2khr00s050_set050054,"['0.55', '5']"
fss2kwi00s026_set026072,"['0.88', '25']"
mkw1shg00s184_set184004,"['0.96', '17']"
mjn3lji00s100_set100014,"['0.65', '15']"
fss4sjs00s023_set023056,"['0.52', '16']"
fcn3lje00s159_set159015,"['1.48', '22']"
mjn3phs02s047_set047041,"['0.94', '11']"
fkb3leh00s101_set101067,"['1.42', '16']"
fss4jsy03s143_set143085,"['1.24', '9']"
fcn4yyo00s181_set181042,"['0.63', '13']"
fkb4cys00s069_set069015,"['1.08', '19']"
fkb1jsh01s177_set177087,"['0.32', '12']"
mcn4keg00s188_set188004,"['0.59', '5']"
mss4hcy00s021_set021080,"['0.72', '11']"
mss4lyn00s104_set104066,"['0.9', '16']"
mss4jkh03s174_set174059,"['0.71', '12']"
fkn1lyo00s175_set175084,"['0.9', '19']"
mkn3jyg00s073_set073035,"['0.34', '9']"
mss2hhg00s081_set081093,"['0.74', '19']"
mss2pgy00s066_set066042,"['1.18', '10']"
mjn3kjg00s092_set092044,"['0.49', '19']"
fkb3leh00s101_set101100,"['1.46', '18']"
fkb3ksm00s121_set121088,"['0.49', '20']"
fss3lmw00s002_set002081,"['0.93', '6']"
fjb4sye00s080_set080035,"['0.74', '4']"
mcn5jgs00s117_set117038,"['1.3', '16']"
mcn3pjg00s038_set038026,"['0.87', '8']"
mjn3skj00s153_set153049,"['0.75', '14']"
fkn3pka00s073_set073092,"['1.44', '15']"
fkn3yks00s097_set097019,"['0.26', '19']"
fss4ksh00s010_set010055,"['1.08', '15']"
mcn3jsj00s040_set040031,"['0.55', '14']"
mss2shy01s067_set067013,"['0.22', '11']"
fjn1ajh00s174_set174077,"['0.92', '11']"
fkn3kse00s041_set041100,"['1.03', '7']"
fkb2ahj00s046_set046005,"['1.27', '19']"
mjn1hjw00s118_set118031,"['1.04', '9']"
mkn2kkm00s004_set004059,"['1.47', '5']"
mcn3lhj00s101_set101031,"['0.67', '13']"
fjb4cbs00s173_set173018,"['0.43', '8']"
fkb2lsj00s112_set112095,"['1.48', '11']"
fkn3bra00s098_set098051,"['0.46', '3']"
fss3kmh01s084_set084083,"['0.74', '14']"
mjn3phs02s047_set047082,"['0.98', '14']"
mkw3lwc00s091_set091033,"['0.38', '15']"
fkw2phs01s165_set165048,"['0.86', '10']"
fss3lmw00s002_set002028,"['0.64', '15']"
mss4hwb00s030_set030055,"['1.38', '17']"
mkw3lwc00s091_set091050,"['0.84', '17']"
mss2csj00s080_set080010,"['0.68', '3']"
fkn4shy00s193_set193030,"['0.33', '17']"
mkn2htw00s134_set134033,"['1.37', '9']"
mkw3lwc00s091_set091057,"['0.32', '13']"
mjn2pjh00s127_set127051,"['0.47', '6']"
fss3jmh00s099_set099092,"['0.28', '16']"
mkn2kjs03s027_set027049,"['0.84', '15']"
fkw2khj02s122_set122030,"['1.01', '16']"
fcn2hij00s117_set117073,"['0.81', '18']"
mss4kyc00s041_set041047,"['0.48', '33']"
mkw3hse00s159_set159069,"['0.79', '5']"
mss3cwl00s088_set088029,"['0.5', '20']"
fss3jmk00s167_set167073,"['1.25', '23']"
mkn4eds00s014_set014084,"['0.84', '25']"
mcn4pcg00s109_set109015,"['1.02', '14']"
fjn3jks00s040_set040054,"['1.5', '12']"
mkw1ljh01s177_set177026,"['0.52', '16']"
mss1hwh00s128_set128030,"['1.15', '17']"
fkn2lho00s100_set100096,"['0.41', '16']"
fjb3ohs00s090_set090068,"['1.19', '19']"
mcn3ksj02s116_set116046,"['0.38', '6']"
fjn3kir00s014_set014060,"['0.51', '17']"
fss3sjw00s096_set096025,"['0.28', '5']"
mkw3lji01s191_set191061,"['1.16', '14']"
mss4hcy00s021_set021037,"['1.32', '25']"
mkw4cws00s112_set112040,"['0.75', '10']"
mcn3sgs00s036_set036037,"['1.28', '9']"
mss2ksh03s003_set003043,"['0.65', '16']"
mkw3pks01s149_set149083,"['1.26', '19']"
mss3hck00s089_set089080,"['0.23', '5']"
fkw3hsh01s188_set188022,"['0.49', '16']"
mjn1chs00s198_set198079,"['0.23', '8']"
fkn3hej00s104_set104102,"['0.3', '18']"
mkw2kds00s044_set044085,"['0.72', '18']"
fkn2jsy02s065_set065049,"['0.86', '6']"
fjb2kmj00s044_set044049,"['0.41', '21']"
mss3jyj01s146_set146100,"['0.64', '9']"
mkn2ngw00s055_set055062,"['0.87', '18']"
mkw3lji01s191_set191043,"['0.21', '13']"
fjb3yhs00s012_set012084,"['0.79', '16']"
fjn2jms00s150_set150037,"['0.65', '14']"
fcn2hij00s117_set117084,"['0.45', '21']"
mss2ocs00s138_set138079,"['0.69', '26']"
mkn3lgn00s051_set051032,"['0.9', '20']"
mcn2hsh02s057_set057071,"['0.61', '14']"
mkw1ljh01s177_set177033,"['0.48', '14']"
mkn3njm00s133_set133080,"['0.51', '15']"
mss1bsc00s012_set012004,"['0.21', '19']"
fss4lys00s136_set136054,"['1.13', '18']"
mss4hcy00s021_set021019,"['0.42', '22']"
mkw1shg00s184_set184032,"['0.94', '23']"
fcn3lms00s110_set110053,"['1.39', '16']"
mkn3kes00s165_set165101,"['1.12', '13']"
mkw2lcs00s180_set180074,"['0.44', '14']"
mkw4ljg00s190_set190024,"['0.62', '11']"
fss4jsy03s143_set143003,"['0.58', '4']"
mss2hhg00s081_set081088,"['0.22', '10']"
mss3ykh00s022_set022040,"['1.11', '9']"
mkn2kjs03s027_set027019,"['0.71', '15']"
fjn2jhj01s152_set152013,"['0.61', '13']"
fjb2kem01s095_set095055,"['0.59', '11']"
mss3sdh00s110_set110003,"['0.71', '7']"
fcn5msh00s168_set168095,"['0.61', '9']"
mkn4jmc00s166_set166028,"['1.07', '7']"
mss2msi00s122_set122009,"['1.08', '9']"
fjn3pmj01s134_set134014,"['1.09', '6']"
fcn3hhs00s089_set089102,"['0.45', '13']"
mss2csj00s080_set080030,"['0.34', '19']"
mkw3lji01s191_set191031,"['0.57', '20']"
mjn4kbh00s108_set108001,"['0.23', '11']"
mss4ljw00s039_set039076,"['1.07', '21']"
fss4jsy03s143_set143015,"['1.17', '5']"
mss4ybd00s082_set082098,"['1.13', '26']"
fcb1khh01s184_set184052,"['1.2', '17']"
mjn1chs00s198_set198014,"['1.5', '19']"
mjn3ksh04s052_set052096,"['0.6', '14']"
mkn3lsw01s046_set046082,"['0.52', '4']"
fss3yhs01s027_set027098,"['0.71', '19']"
fss4sjs00s023_set023031,"['0.47', '3']"
fss4hcs00s071_set071035,"['1.35', '8']"
fss3lmw00s002_set002026,"['1.11', '14']"
mss2nsm00s121_set121015,"['0.57', '23']"
fkw2lsy01s166_set166080,"['0.4', '8']"
fss3khs01s025_set025105,"['0.27', '19']"
mss2ocs00s138_set138066,"['1.01', '13']"
fkn3lni00s182_set182102,"['0.53', '7']"
fkn2jsy01s033_set033100,"['0.36', '13']"
mkn3lgn00s051_set051075,"['1.47', '15']"
fss4ysj00s111_set111093,"['0.71', '19']"
fjn4cos00s011_set011035,"['0.53', '19']"
fkw1cek00s195_set195096,"['0.77', '17']"
fkn4lms02s186_set186022,"['1.37', '29']"
fcn3jsy00s013_set013086,"['0.4', '7']"
fss2ljk00s024_set024056,"['1.1', '17']"
fss1bjy00s052_set052048,"['0.58', '4']"
mkw2kjh01s054_set054079,"['1.45', '10']"
fjb4koh00s075_set075013,"['0.8', '11']"
mss2kjy00s002_set002019,"['1.4', '12']"
fss2pkh00s094_set094028,"['0.91', '11']"
mss2shy01s067_set067087,"['1.34', '4']"
fcn4ksj00s038_set038028,"['0.38', '9']"
fjn3kyo00s119_set119007,"['1.26', '18']"
fjb3ohs00s090_set090092,"['0.33', '8']"
fkn2jsy01s033_set033010,"['0.37', '7']"
fcn2oyo00s116_set116016,"['0.22', '28']"
fjb3pka01s147_set147073,"['0.77', '16']"
mss3ysm00s019_set019093,"['1.44', '15']"
mcn5jgs00s117_set117048,"['0.65', '7']"
mkn3kjh03s161_set161050,"['0.55', '14']"
fcn3ljs00s081_set081081,"['0.98', '6']"
fss4ksh00s010_set010050,"['0.22', '18']"
mkn3jws00s043_set043004,"['0.87', '17']"
mss3sdh00s110_set110098,"['1.4', '4']"
fkn3lni00s182_set182043,"['0.42', '20']"
fkn3hej00s104_set104066,"['1.08', '4']"
mjn3kjg00s092_set092009,"['0.59', '22']"
mss3sdh00s110_set110091,"['1.01', '6']"
mcn3ksj01s042_set042063,"['0.35', '17']"
fkb3leh00s101_set101021,"['0.88', '14']"
mkn2htw00s134_set134052,"['0.93', '12']"
fkn2khh00s020_set020076,"['0.96', '18']"
mkn4eds00s014_set014016,"['0.36', '14']"
fss4ysj00s111_set111085,"['1.35', '19']"
fkn4cks00s034_set034054,"['1.27', '18']"
