mcn1lch04s193_set193010,"['팬더', '화산', '나비']"
fcn3lms00s110_set110009,"['우산', '알파벳', '조각상']"
fkb4lhh00s140_set140052,"['조각상', '나비', '다이아몬드']"
mkn3kes00s165_set165026,"['스쿠버다이빙', '팬더', '만화책']"
mkw2lcs00s180_set180043,"['호랑이', '바이올린', '화산']"
fkw4kem00s005_set005060,"['화산', '다이아몬드', '만화책']"
mkn2ngw00s055_set055084,"['바이올린', '은하수', '용암']"
mcn2jih00s186_set186077,"['나비', '스쿠버다이빙', '철도']"
fjn2jhj01s152_set152073,"['화산', '용암', '샌드위치']"
fjn2ksh01s018_set018034,"['은하수', '잠수함', '알파벳']"
mjn4kbh00s108_set108020,"['무지개', '나비', '드론']"
mcn4hny00s187_set187011,"['잠수함', '망원경', '만화책']"
fss3jmh00s099_set099051,"['아이스크림', '만화책', '알파벳']"
mcn2hsh02s057_set057033,"['축구공', '피아노', '용암']"
fss2keh01s067_set067024,"['잠수함', '미술관', '화산']"
mcn2jjs01s085_set085042,"['은하수', '철도', '우산']"
mss3kjp00s094_set094043,"['카멜레온', '샌드위치', '우산']"
mss3ykh00s022_set022023,"['해파리', '드론', '소프트웨어']"
fss2kjs00s032_set032060,"['우산', '미술관', '조각상']"
fjb2kem01s095_set095013,"['용암', '무지개', '나비']"
mkn2ksh06s154_set154029,"['은하수', '조각상', '우산']"
mkn4eds00s014_set014026,"['화산', '샌드위치', '스쿠버다이빙']"
mss3kyh00s072_set072020,"['카멜레온', '바이올린', '은하수']"
mss1lch02s008_set008034,"['바이올린', '축구공', '스쿠버다이빙']"
fkn2kkw00s132_set132075,"['팬더', '우산', '무지개']"
mss4hcy00s021_set021008,"['카멜레온', '아이스크림', '드론']"
mkn2dhs00s015_set015067,"['무지개', '용암', '스쿠버다이빙']"
fkw2jyj00s108_set108006,"['호랑이', '행성', '미술관']"
mss2ksh05s065_set065065,"['다이아몬드', '화산', '선글라스']"
fcn3lci00s118_set118102,"['은하수', '알파벳', '나비']"
fss3kmj02s163_set163011,"['철도', '알파벳', '피아노']"
fss3jmh00s099_set099053,"['선글라스', '은하수', '미술관']"
fss2hyj00s036_set036082,"['소프트웨어', '알파벳', '잠수함']"
fcb2kej01s109_set109045,"['소프트웨어', '망원경', '행성']"
fjn4jms01s153_set153004,"['스쿠버다이빙', '알파벳', '우산']"
mss2ksh03s003_set003073,"['소프트웨어', '잠수함', '나비']"
mkn2mkn00s123_set123099,"['은하수', '주식', '해파리']"
fjb1sjh00s103_set103066,"['용암', '선글라스', '조각상']"
mss3ktj00s025_set025056,"['미술관', '철도', '스쿠버다이빙']"
fkw4jsh00s154_set154077,"['우산', '카멜레온', '아이스크림']"
mcn4keg00s188_set188052,"['조각상', '바이올린', '드론']"
fkn3kse00s041_set041010,"['알파벳', '호랑이', '소프트웨어']"
fss2keh01s067_set067040,"['드론', '팬더', '카멜레온']"
mss3kjp00s094_set094035,"['축구공', '우산', '미술관']"
mkw4hym00s199_set199074,"['알파벳', '망원경', '카멜레온']"
fss3khs00s003_set003023,"['잠수함', '만화책', '선글라스']"
fjb2ssh00s102_set102094,"['스쿠버다이빙', '잠수함', '만화책']"
mjn3lwt00s172_set172041,"['피아노', '원자', '주식']"
fss3pks00s029_set029044,"['조각상', '잠수함', '바이올린']"
fkb3lkh01s161_set161047,"['소프트웨어', '아이스크림', '다이아몬드']"
fcn4ksj00s038_set038001,"['바이올린', '주식', '나비']"
mjn3jhg00s059_set059015,"['샌드위치', '스쿠버다이빙', '나비']"
fcn2pkm00s169_set169100,"['다이아몬드', '은하수', '해파리']"
mss2hhg00s081_set081044,"['은하수', '조각상', '잠수함']"
fss3pks00s029_set029048,"['무지개', '다이아몬드', '우산']"
fss2ljs01s082_set082017,"['은하수', '망원경', '축구공']"
fcn5msh00s168_set168030,"['은하수', '축구공', '철도']"
mjn4jha00s031_set031009,"['바이올린', '우산', '주식']"
mjn3jbc00s179_set179029,"['피아노', '샌드위치', '만화책']"
fjb3ohs00s090_set090012,"['소프트웨어', '잠수함', '만화책']"
fjb3kmy00s074_set074062,"['해파리', '원자', '잠수함']"
fss2kwi00s026_set026001,"['주식', '철도', '우산']"
fcn4lsd00s007_set007102,"['용암', '선글라스', '호랑이']"
fcb1khh01s184_set184031,"['드론', '알파벳', '철도']"
mcn2sdw00s175_set175045,"['호랑이', '바이올린', '원자']"
mjn2scg00s090_set090063,"['축구공', '소프트웨어', '해파리']"
mkn2lkm00s029_set029046,"['피아노', '만화책', '선글라스']"
mss2nys00s006_set006088,"['화산', '행성', '축구공']"
fcn4ljs02s197_set197066,"['화산', '호랑이', '팬더']"
mcn2sdw00s175_set175041,"['샌드위치', '해파리', '무지개']"
fss1jsk00s092_set092013,"['축구공', '아이스크림', '우산']"
mjn3jhg00s059_set059027,"['드론', '해파리', '용암']"
mkn4kbj00s097_set097002,"['아이스크림', '만화책', '호랑이']"
fjn3psy00s133_set133040,"['잠수함', '원자', '화산']"
fjn2jhj01s152_set152084,"['용암', '망원경', '호랑이']"
fkn2hsj00s087_set087001,"['철도', '알파벳', '축구공']"
fjb4sjo00s145_set145033,"['망원경', '만화책', '나비']"
fcn3khs02s138_set138050,"['카멜레온', '무지개', '우산']"
fjb3pjy00s106_set106009,"['만화책', '잠수함', '나비']"
mjn3lyc00s086_set086098,"['은하수', '다이아몬드', '피아노']"
fjb3pjy00s106_set106091,"['무지개', '나비', '호랑이']"
mkw4ljg00s190_set190046,"['원자', '알파벳', '카멜레온']"
mcn2jjs01s085_set085097,"['미술관', '샌드위치', '행성']"
mkn3koh01s048_set048009,"['철도', '나비', '우산']"
fjb4koh00s075_set075046,"['다이아몬드', '축구공', '미술관']"
fkw4kem00s005_set005065,"['행성', '주식', '은하수']"
mss2csj00s080_set080012,"['화산', '잠수함', '철도']"
mkn2ngw00s055_set055090,"['미술관', '알파벳', '잠수함']"
mkn3lgn00s051_set051089,"['만화책', '은하수', '해파리']"
mcn4gjh00s194_set194003,"['카멜레온', '행성', '주식']"
mss3sdh00s110_set110051,"['바이올린', '화산', '조각상']"
mss2lsm00s011_set011031,"['아이스크림', '주식', '나비']"
fkn3lms01s113_set113032,"['주식', '소프트웨어', '선글라스']"
fkb2lsj00s112_set112057,"['미술관', '다이아몬드', '아이스크림']"
fjn3jks00s040_set040051,"['망원경', '철도', '원자']"
fjb4sjo00s145_set145098,"['나비', '해파리', '카멜레온']"
fkn3hmh00s144_set144006,"['용암', '축구공', '미술관']"
fss3jmh00s099_set099058,"['잠수함', '망원경', '팬더']"
mss2nys00s006_set006035,"['우산', '나비', '해파리']"
mkn2lkm00s029_set029019,"['소프트웨어', '다이아몬드', '축구공']"
mjn4lys01s158_set158012,"['무지개', '나비', '소프트웨어']"
mkn2lkm00s029_set029066,"['잠수함', '소프트웨어', '스쿠버다이빙']"
mcn3kgw00s053_set053001,"['바이올린', '미술관', '만화책']"
fss2kmj01s066_set066096,"['나비', '카멜레온', '선글라스']"
mcn4pcg00s109_set109023,"['샌드위치', '소프트웨어', '은하수']"
mkn3kog00s032_set032059,"['조각상', '알파벳', '다이아몬드']"
mss4hcy00s021_set021002,"['망원경', '축구공', '용암']"
fcn1hje00s199_set199061,"['철도', '아이스크림', '나비']"
mcn2jjs01s085_set085071,"['조각상', '화산', '용암']"
fss3jmk00s167_set167098,"['주식', '망원경', '피아노']"
mjn3kbs01s173_set173086,"['스쿠버다이빙', '샌드위치', '화산']"
fcn3ljs00s081_set081038,"['우산', '해파리', '바이올린']"
mkw3pks01s149_set149019,"['만화책', '우산', '주식']"
mjn3pyh01s157_set157086,"['나비', '잠수함', '미술관']"
mkw4hym00s199_set199091,"['철도', '스쿠버다이빙', '미술관']"
mss2pjg01s063_set063049,"['만화책', '철도', '원자']"
mss2lsm00s011_set011027,"['바이올린', '무지개', '팬더']"
mkw3jsm01s200_set200021,"['화산', '팬더', '행성']"
fss2emh00s126_set126013,"['다이아몬드', '스쿠버다이빙', '원자']"
fkw2lch00s047_set047081,"['행성', '잠수함', '우산']"
fkn3lni00s182_set182083,"['피아노', '알파벳', '해파리']"
fkw3hhy00s039_set039096,"['화산', '해파리', '만화책']"
mkn3kjh03s161_set161026,"['잠수함', '행성', '망원경']"
mcn2hsh02s057_set057101,"['조각상', '은하수', '원자']"
fss3khj01s086_set086093,"['무지개', '해파리', '드론']"
fcb3kks00s158_set158036,"['우산', '주식', '샌드위치']"
fkn3kky00s137_set137022,"['무지개', '다이아몬드', '호랑이']"
mjn2jkh01s103_set103086,"['우산', '다이아몬드', '해파리']"
fcn4ljs02s197_set197011,"['드론', '축구공', '조각상']"
fjn2kel00s130_set130039,"['샌드위치', '선글라스', '철도']"
mss4ksb00s098_set098071,"['축구공', '다이아몬드', '카멜레온']"
mkn2ljw01s124_set124055,"['철도', '잠수함', '아이스크림']"
fss1jys00s022_set022084,"['드론', '망원경', '무지개']"
fkn3hej00s104_set104084,"['스쿠버다이빙', '주식', '호랑이']"
fkn3bra00s098_set098061,"['샌드위치', '무지개', '호랑이']"
fss1jsk00s092_set092030,"['화산', '카멜레온', '무지개']"
fkn4lms02s186_set186019,"['원자', '바이올린', '소프트웨어']"
fkw3hsh01s188_set188093,"['스쿠버다이빙', '샌드위치', '은하수']"
mss3hsw00s074_set074061,"['원자', '선글라스', '소프트웨어']"
fkw3khj00s078_set078058,"['바이올린', '잠수함', '호랑이']"
mkn1hgc00s084_set084016,"['화산', '스쿠버다이빙', '나비']"
fss3khj01s086_set086056,"['철도', '소프트웨어', '용암']"
mkn3abc00s024_set024101,"['잠수함', '아이스크림', '축구공']"
fss2emh00s126_set126059,"['아이스크림', '스쿠버다이빙', '팬더']"
fkb3lkh01s161_set161083,"['주식', '망원경', '팬더']"
fkw4jsh00s154_set154038,"['알파벳', '소프트웨어', '조각상']"
mss2bjh00s001_set001074,"['아이스크림', '화산', '망원경']"
mjn4kbh00s108_set108060,"['원자', '드론', '아이스크림']"
mkn2kgy00s195_set195062,"['드론', '조각상', '망원경']"
fkw2phs01s165_set165094,"['알파벳', '해파리', '샌드위치']"
mcn2pms00s131_set131061,"['무지개', '샌드위치', '피아노']"
fjn4cos00s011_set011058,"['망원경', '은하수', '나비']"
mss3khs03s136_set136011,"['호랑이', '망원경', '조각상']"
fss2cyh00s056_set056011,"['만화책', '행성', '아이스크림']"
fkn2kkw00s132_set132102,"['무지개', '바이올린', '철도']"
fss1jsk00s092_set092058,"['아이스크림', '용암', '화산']"
mjn5kcr00s106_set106020,"['은하수', '철도', '원자']"
mkn2ksh06s154_set154017,"['행성', '망원경', '선글라스']"
fcn4lsd00s007_set007083,"['화산', '선글라스', '잠수함']"
mkn3kjh03s161_set161028,"['샌드위치', '나비', '화산']"
mss2bjh00s001_set001023,"['용암', '다이아몬드', '해파리']"
mjn2chj00s126_set126044,"['해파리', '철도', '다이아몬드']"
fss2lsy00s146_set146045,"['잠수함', '소프트웨어', '조각상']"
mkw2khr00s050_set050045,"['선글라스', '망원경', '용암']"
fjb3kmy00s074_set074035,"['잠수함', '팬더', '선글라스']"
fjb3pjy00s106_set106067,"['주식', '샌드위치', '미술관']"
fjn3ksa00s049_set049084,"['철도', '아이스크림', '잠수함']"
fkn3les01s151_set151013,"['다이아몬드', '미술관', '망원경']"
fss2ljs01s082_set082007,"['잠수함', '철도', '스쿠버다이빙']"
mcn4lbj00s113_set113001,"['잠수함', '아이스크림', '호랑이']"
mcn2sdw00s175_set175043,"['축구공', '원자', '잠수함']"
fjn2jhj01s152_set152074,"['축구공', '행성', '팬더']"
mss1lch02s008_set008009,"['선글라스', '조각상', '행성']"
fkw1kke00s196_set196064,"['피아노', '우산', '화산']"
mss2ksh03s003_set003027,"['드론', '우산', '호랑이']"
fss2kwi00s026_set026058,"['축구공', '호랑이', '철도']"
fjn3pmj01s134_set134050,"['선글라스', '만화책', '망원경']"
mjn3skj00s153_set153070,"['은하수', '스쿠버다이빙', '샌드위치']"
fjn4jks01s149_set149047,"['은하수', '선글라스', '카멜레온']"
fss3jmh00s099_set099076,"['미술관', '카멜레온', '행성']"
fss2lea00s125_set125038,"['다이아몬드', '주식', '만화책']"
mcn3lhj00s101_set101093,"['용암', '화산', '호랑이']"
fkn3bra00s098_set098042,"['우산', '바이올린', '미술관']"
mcn2jih00s186_set186026,"['미술관', '소프트웨어', '원자']"
fkn2jsy02s065_set065039,"['해파리', '다이아몬드', '축구공']"
fss3khs00s003_set003092,"['소프트웨어', '드론', '선글라스']"
mcn3kgw00s053_set053043,"['무지개', '망원경', '다이아몬드']"
fss3pmj00s128_set128017,"['화산', '조각상', '축구공']"
fjn2jms00s150_set150039,"['바이올린', '화산', '주식']"
fss3khj01s086_set086032,"['호랑이', '선글라스', '팬더']"
fcn3khs02s138_set138022,"['원자', '소프트웨어', '호랑이']"
fss1kej00s068_set068037,"['아이스크림', '다이아몬드', '잠수함']"
fkn3les01s151_set151045,"['선글라스', '바이올린', '피아노']"
fss3hhy01s070_set070041,"['원자', '은하수', '조각상']"
mcn2lyj00s142_set142031,"['아이스크림', '화산', '카멜레온']"
mjn4hbs00s170_set170089,"['망원경', '만화책', '미술관']"
mkw2jch00s005_set005078,"['철도', '우산', '아이스크림']"
mss1kpj00s070_set070010,"['무지개', '화산', '드론']"
mjn2chj00s126_set126004,"['용암', '해파리', '조각상']"
mkn4kbj00s097_set097016,"['망원경', '행성', '축구공']"
mcn4lbj00s113_set113013,"['무지개', '만화책', '조각상']"
mcn3kgw00s053_set053062,"['팬더', '철도', '호랑이']"
mcn3ykj00s033_set033053,"['철도', '우산', '다이아몬드']"
mkn3kjh03s161_set161020,"['바이올린', '원자', '스쿠버다이빙']"
fss2lsy00s146_set146096,"['미술관', '아이스크림', '해파리']"
mss3ykh00s022_set022066,"['해파리', '축구공', '우산']"
mss3kah00s160_set160022,"['원자', '만화책', '해파리']"
fss3hsa00s141_set141009,"['화산', '만화책', '선글라스']"
mss2csj00s080_set080029,"['알파벳', '은하수', '미술관']"
fcn1khj03s179_set179025,"['피아노', '주식', '은하수']"
fkn3hsh00s156_set156053,"['호랑이', '선글라스', '피아노']"
mjn3lbj01s152_set152024,"['팬더', '철도', '화산']"
fkn2sjs01s123_set123061,"['드론', '샌드위치', '망원경']"
mkn2kjs03s027_set027057,"['축구공', '호랑이', '선글라스']"
mkn3kog00s032_set032051,"['축구공', '화산', '용암']"
mss3ajh01s013_set013069,"['스쿠버다이빙', '은하수', '우산']"
fcn5msh00s168_set168050,"['알파벳', '해파리', '소프트웨어']"
mkw3lbc00s023_set023101,"['샌드위치', '카멜레온', '소프트웨어']"
fss4peo00s004_set004030,"['축구공', '카멜레온', '소프트웨어']"
fkn3kja00s160_set160021,"['팬더', '해파리', '망원경']"
mss1hwh00s128_set128069,"['축구공', '우산', '만화책']"
fss3kmh00s015_set015007,"['해파리', '다이아몬드', '소프트웨어']"
mkn3lsw01s046_set046065,"['카멜레온', '무지개', '용암']"
fcn2hij00s117_set117043,"['샌드위치', '선글라스', '피아노']"
fkw3khj00s078_set078060,"['바이올린', '드론', '선글라스']"
mjn2jiw00s162_set162031,"['은하수', '용암', '샌드위치']"
mss4hcy00s021_set021069,"['축구공', '아이스크림', '나비']"
mss3hck00s089_set089101,"['원자', '주식', '아이스크림']"
fcn1khj03s179_set179002,"['드론', '미술관', '스쿠버다이빙']"
mss4ksb00s098_set098092,"['화산', '샌드위치', '다이아몬드']"
fcb3hkp00s045_set045097,"['호랑이', '선글라스', '샌드위치']"
mjn4ysh00s037_set037074,"['조각상', '무지개', '샌드위치']"
mss1bsc00s012_set012001,"['주식', '화산', '망원경']"
fss1bjk00s021_set021087,"['우산', '팬더', '아이스크림']"
mcn3ksy00s026_set026083,"['화산', '미술관', '선글라스']"
fjn3kir00s014_set014100,"['철도', '선글라스', '샌드위치']"
fss4peo00s004_set004064,"['원자', '우산', '알파벳']"
fss4jhk00s148_set148068,"['조각상', '카멜레온', '원자']"
mkw4hym00s199_set199022,"['미술관', '행성', '카멜레온']"
fss3yhs01s027_set027035,"['드론', '선글라스', '샌드위치']"
mcn4lbj00s113_set113038,"['무지개', '미술관', '알파벳']"
mss2hsc00s064_set064076,"['호랑이', '카멜레온', '피아노']"
mss3kah00s160_set160039,"['화산', '축구공', '피아노']"
fjn3lbh00s063_set063082,"['원자', '샌드위치', '철도']"
fjb3kmy00s074_set074034,"['미술관', '팬더', '선글라스']"
mss3kyk00s140_set140039,"['다이아몬드', '행성', '화산']"
fjb2ssh00s102_set102035,"['철도', '팬더', '드론']"
fjb4koh00s075_set075042,"['주식', '카멜레온', '호랑이']"
mkw3pks01s149_set149017,"['다이아몬드', '원자', '피아노']"
mcn3sgs00s036_set036003,"['용암', '화산', '나비']"
mkn3kog00s032_set032023,"['스쿠버다이빙', '아이스크림', '바이올린']"
mss4lsw00s045_set045010,"['철도', '다이아몬드', '샌드위치']"
mkw4hym00s199_set199042,"['용암', '피아노', '은하수']"
fjb2kmj00s044_set044061,"['해파리', '은하수', '스쿠버다이빙']"
mjn3lgs00s171_set171015,"['우산', '다이아몬드', '드론']"
fcn3sio00s088_set088030,"['카멜레온', '피아노', '알파벳']"
mcn2pms00s131_set131065,"['소프트웨어', '행성', '미술관']"
fss4jhk00s148_set148074,"['호랑이', '스쿠버다이빙', '원자']"
mkn2ngw00s055_set055070,"['팬더', '해파리', '나비']"
mss3kyk00s140_set140059,"['미술관', '샌드위치', '우산']"
fss4jse00s114_set114064,"['다이아몬드', '드론', '조각상']"
mkw3lwc00s091_set091006,"['선글라스', '소프트웨어', '팬더']"
mss1kpj00s070_set070029,"['원자', '미술관', '호랑이']"
mjn3lbj01s152_set152067,"['알파벳', '만화책', '용암']"
fkb4lks00s077_set077096,"['나비', '은하수', '용암']"
fkw1kke00s196_set196102,"['알파벳', '화산', '만화책']"
mss2shy01s067_set067090,"['잠수함', '망원경', '행성']"
mss3jhs00s093_set093074,"['화산', '주식', '미술관']"
fss3yje00s001_set001046,"['카멜레온', '알파벳', '은하수']"
mcn3lhj00s101_set101048,"['행성', '주식', '잠수함']"
fss3yje00s001_set001031,"['우산', '선글라스', '카멜레온']"
fcn3pej00s139_set139010,"['망원경', '잠수함', '무지개']"
fss3khs00s003_set003012,"['바이올린', '해파리', '잠수함']"
mss1ahj01s009_set009016,"['해파리', '미술관', '주식']"
mcn3jkh02s120_set120081,"['소프트웨어', '은하수', '축구공']"
mcn4ybs00s062_set062007,"['피아노', '드론', '아이스크림']"
fcn4lsd00s007_set007071,"['주식', '소프트웨어', '철도']"
mkn4csw00s060_set060036,"['스쿠버다이빙', '축구공', '화산']"
mkw3lwc00s091_set091099,"['철도', '원자', '망원경']"
fjn4jks01s149_set149098,"['철도', '우산', '은하수']"
mjn3kbs01s173_set173044,"['알파벳', '소프트웨어', '카멜레온']"
fss4sjs00s023_set023060,"['소프트웨어', '망원경', '알파벳']"
mkn4pgs00s139_set139076,"['원자', '잠수함', '소프트웨어']"
mkw4cwy00s018_set018069,"['망원경', '해파리', '만화책']"
mjn4kbh00s108_set108088,"['나비', '용암', '우산']"
mss4kyc00s041_set041100,"['알파벳', '피아노', '은하수']"
fcn4lsd00s007_set007039,"['샌드위치', '망원경', '철도']"
fjb3kmy00s074_set074086,"['화산', '만화책', '소프트웨어']"
fss3jmh00s099_set099056,"['해파리', '선글라스', '원자']"
fkn3les01s151_set151018,"['축구공', '소프트웨어', '드론']"
mjn2kcs01s056_set056047,"['샌드위치', '은하수', '소프트웨어']"
fcb3hkp00s045_set045010,"['카멜레온', '화산', '주식']"
mcn4hny00s187_set187016,"['우산', '무지개', '호랑이']"
mcn3kgw00s053_set053104,"['화산', '망원경', '주식']"
fcb1khh01s184_set184005,"['축구공', '주식', '조각상']"
mkn3kgh00s111_set111065,"['만화책', '다이아몬드', '용암']"
mkw4oys00s119_set119024,"['주식', '조각상', '드론']"
fcb3kms00s127_set127021,"['팬더', '우산', '드론']"
mkw3jes00s058_set058013,"['샌드위치', '철도', '잠수함']"
mkn3kes00s165_set165004,"['조각상', '철도', '용암']"
mkn1kth00s137_set137060,"['무지개', '카멜레온', '화산']"
mjn4jha00s031_set031003,"['아이스크림', '드론', '화산']"
fjn2kel00s130_set130007,"['아이스크림', '카멜레온', '은하수']"
fcb2kej01s109_set109040,"['선글라스', '카멜레온', '행성']"
fss4scs00s008_set008049,"['무지개', '미술관', '잠수함']"
fcn3hys00s093_set093096,"['드론', '용암', '미술관']"
mcn3kgh01s181_set181024,"['주식', '망원경', '축구공']"
mss3kyh00s072_set072011,"['나비', '호랑이', '바이올린']"
fss3hhy01s070_set070054,"['카멜레온', '축구공', '샌드위치']"
fcn5msh00s168_set168007,"['만화책', '은하수', '바이올린']"
fkn3hej00s104_set104070,"['알파벳', '조각상', '무지개']"
mcn3kss00s144_set144070,"['무지개', '팬더', '은하수']"
mjn4lys01s158_set158057,"['팬더', '우산', '잠수함']"
fjb2kmj00s044_set044082,"['바이올린', '스쿠버다이빙', '만화책']"
mkn3kty00s132_set132055,"['드론', '다이아몬드', '아이스크림']"
fss2kwi00s026_set026100,"['나비', '팬더', '망원경']"
fss3yhs01s027_set027069,"['우산', '무지개', '은하수']"
mkn3lsw01s046_set046078,"['나비', '은하수', '잠수함']"
fkw3hhy00s039_set039098,"['화산', '피아노', '해파리']"
mcn2jjs01s085_set085029,"['해파리', '호랑이', '주식']"
mkw4cws00s112_set112062,"['조각상', '드론', '호랑이']"
mss2bjh00s001_set001069,"['조각상', '잠수함', '소프트웨어']"
mss2msi00s122_set122082,"['나비', '알파벳', '소프트웨어']"
mjn3lji00s100_set100030,"['우산', '다이아몬드', '바이올린']"
fss3khs00s003_set003046,"['호랑이', '만화책', '다이아몬드']"
fkw1cek00s195_set195027,"['스쿠버다이빙', '잠수함', '망원경']"
fkn1pjm00s017_set017067,"['행성', '샌드위치', '카멜레온']"
fkw3kcs00s198_set198088,"['잠수함', '은하수', '화산']"
fss3pks00s029_set029014,"['행성', '선글라스', '카멜레온']"
fcb3kks00s158_set158051,"['주식', '피아노', '행성']"
fss4jse00s114_set114094,"['아이스크림', '조각상', '만화책']"
fss2pkh00s094_set094059,"['카멜레온', '나비', '소프트웨어']"
mcn3ksj02s116_set116035,"['알파벳', '주식', '원자']"
mss3cgh00s164_set164014,"['미술관', '원자', '나비']"
fjn4csh00s164_set164008,"['행성', '바이올린', '화산']"
mss3sjy00s071_set071023,"['피아노', '샌드위치', '만화책']"
fcn3sem00s162_set162004,"['알파벳', '선글라스', '잠수함']"
mss3sjy00s071_set071077,"['카멜레온', '바이올린', '용암']"
mcn3ksj02s116_set116001,"['조각상', '우산', '축구공']"
mkw3lbc00s023_set023043,"['피아노', '철도', '팬더']"
fss3yjs00s072_set072104,"['잠수함', '우산', '아이스크림']"
mkn3abc00s024_set024050,"['나비', '조각상', '만화책']"
mkn1kth00s137_set137080,"['선글라스', '잠수함', '조각상']"
fss3kmh01s084_set084053,"['미술관', '원자', '스쿠버다이빙']"
mjn4ahs00s145_set145101,"['행성', '용암', '호랑이']"
fss1jys00s022_set022078,"['주식', '팬더', '잠수함']"
mkn3lgn00s051_set051057,"['잠수함', '축구공', '선글라스']"
fcn3pej00s139_set139076,"['나비', '샌드위치', '미술관']"
mcn3lgh00s150_set150061,"['축구공', '해파리', '다이아몬드']"
mss2nsm00s121_set121095,"['행성', '소프트웨어', '나비']"
mss4jkh03s174_set174087,"['용암', '원자', '나비']"
fjb4sye00s080_set080058,"['조각상', '화산', '망원경']"
mjn2pjh00s127_set127006,"['은하수', '선글라스', '화산']"
fkn2lho00s100_set100006,"['카멜레온', '선글라스', '소프트웨어']"
fss3hsa00s141_set141043,"['망원경', '철도', '주식']"
fcn3ljs00s081_set081103,"['은하수', '알파벳', '나비']"
fkn3jhj00s054_set054068,"['바이올린', '조각상', '팬더']"
fkw3khj00s078_set078091,"['샌드위치', '무지개', '미술관']"
fkb4lks00s077_set077037,"['행성', '주식', '드론']"
fkn1lyo00s175_set175044,"['선글라스', '다이아몬드', '용암']"
mss4ybh00s107_set107066,"['화산', '원자', '주식']"
mcn4ybs00s062_set062015,"['축구공', '주식', '호랑이']"
fkb2ymh00s016_set016104,"['원자', '잠수함', '은하수']"
fjn1nyr00s190_set190048,"['주식', '소프트웨어', '원자']"
mkw1shg00s184_set184047,"['무지개', '알파벳', '다이아몬드']"
fss2kjs01s037_set037060,"['조각상', '은하수', '호랑이']"
mss1kpj00s070_set070077,"['소프트웨어', '아이스크림', '잠수함']"
fcn3lmk00s131_set131045,"['은하수', '호랑이', '조각상']"
mss3sjy00s071_set071015,"['만화책', '해파리', '드론']"
fss3jek00s085_set085066,"['철도', '바이올린', '아이스크림']"
fss2hyj00s036_set036047,"['피아노', '용암', '카멜레온']"
fss5mjs00s057_set057019,"['행성', '잠수함', '팬더']"
mss4ljw00s039_set039103,"['호랑이', '행성', '아이스크림']"
mkn4pgs00s139_set139052,"['조각상', '드론', '바이올린']"
mkw2kjh01s054_set054020,"['소프트웨어', '무지개', '만화책']"
mjn2kgj00s083_set083078,"['스쿠버다이빙', '팬더', '은하수']"
fjb1sjh00s103_set103052,"['화산', '축구공', '해파리']"
fss3yjs00s072_set072103,"['잠수함', '용암', '다이아몬드']"
fkn1syl00s178_set178080,"['바이올린', '조각상', '주식']"
fjn3hks00s061_set061098,"['망원경', '선글라스', '조각상']"
mcn4aib00s197_set197025,"['아이스크림', '만화책', '원자']"
mss3sdh00s110_set110070,"['소프트웨어', '은하수', '바이올린']"
fss3yje00s001_set001092,"['조각상', '호랑이', '행성']"
mkw2agh00s076_set076089,"['호랑이', '화산', '무지개']"
fkn3lni00s182_set182096,"['축구공', '나비', '미술관']"
mss4hwb00s030_set030036,"['축구공', '드론', '철도']"
fjb3yhs00s012_set012064,"['주식', '행성', '선글라스']"
mss1kkm01s129_set129069,"['아이스크림', '나비', '피아노']"
fkn2jsy02s065_set065068,"['원자', '드론', '미술관']"
fkw2jyj00s108_set108036,"['아이스크림', '철도', '바이올린']"
fss3pmj00s128_set128056,"['망원경', '원자', '용암']"
mcn3ksj02s116_set116014,"['망원경', '해파리', '카멜레온']"
fkn2smh00s120_set120025,"['아이스크림', '소프트웨어', '선글라스']"
fcb2kej01s109_set109041,"['행성', '알파벳', '미술관']"
fcn3pej00s139_set139070,"['소프트웨어', '망원경', '나비']"
fcn2les00s079_set079046,"['바이올린', '원자', '팬더']"
mkw3lbc00s023_set023032,"['아이스크림', '드론', '해파리']"
mjn2shr00s114_set114010,"['무지개', '축구공', '카멜레온']"
mss1kkm01s129_set129074,"['다이아몬드', '선글라스', '축구공']"
fss1bjy00s052_set052088,"['카멜레온', '철도', '주식']"
fss3kmh01s084_set084065,"['스쿠버다이빙', '미술관', '무지개']"
fcn3lmk00s131_set131034,"['미술관', '알파벳', '스쿠버다이빙']"
mcn3shm00s130_set130053,"['카멜레온', '무지개', '아이스크림']"
mkn3lsw01s046_set046048,"['은하수', '용암', '알파벳']"
mkn1kth00s137_set137049,"['망원경', '알파벳', '소프트웨어']"
fkn3lni00s182_set182020,"['팬더', '행성', '드론']"
fss4ysj00s111_set111068,"['호랑이', '피아노', '소프트웨어']"
fss3lmw00s002_set002091,"['주식', '축구공', '드론']"
fss2kmj01s066_set066027,"['원자', '철도', '소프트웨어']"
mkn4jmg00s077_set077033,"['행성', '용암', '원자']"
mjn3lwt00s172_set172074,"['아이스크림', '바이올린', '다이아몬드']"
fss3khs00s003_set003043,"['용암', '무지개', '나비']"
fcb1jkh00s200_set200098,"['소프트웨어', '화산', '잠수함']"
fcb2yjh00s187_set187093,"['우산', '나비', '잠수함']"
mss3kjs05s147_set147102,"['소프트웨어', '카멜레온', '나비']"
mss2bjh00s001_set001033,"['다이아몬드', '화산', '선글라스']"
